unit,timee,new_tests_orig,new_cases_orig,new_deaths_orig
MNE,2020-11,0,16924,198
MNE,2020-12,0,12982,183
MNE,2021-01,0,13412,123
MNE,2021-02,0,14175,198
MNE,2021-03,0,15384,271
MNE,2021-04,0,6171,221
MNE,2021-05,369918,2234,89
MNE,2021-06,44726,629,29
MNE,2021-07,0,1675,17
MNE,2021-08,0,13458,94
MNE,2021-09,0,16114,199
MNE,2021-10,0,12815,180
MNE,2021-11,0,13062,204
MNE,2021-12,0,12658,105
MNE,2022-01,0,49741,153
MNE,2022-02,0,10432,116
MNE,2022-03,0,2895,22
MNE,2022-04,0,732,6
MNG,2020-01,0,0,0
MNG,2020-02,0,0,0
MNG,2020-03,0,12,0
MNG,2020-04,0,26,0
MNG,2020-05,0,141,0
MNG,2020-06,0,41,0
MNG,2020-07,0,71,0
MNG,2020-08,0,10,0
MNG,2020-09,0,12,0
MNG,2020-10,0,27,0
MNG,2020-11,0,444,0
MNG,2020-12,0,411,1
MNG,2021-01,0,584,1
MNG,2021-02,0,1128,0
MNG,2021-03,0,5540,6
MNG,2021-04,0,27532,107
MNG,2021-05,0,22460,161
MNG,2021-06,0,57039,287
MNG,2021-07,0,49669,252
MNG,2021-08,0,48868,122
MNG,2021-09,0,168482,340
MNG,2021-10,0,208303,468
MNG,2021-11,0,77602,260
MNG,2021-12,0,24219,54
MNG,2022-01,0,149227,54
MNG,2022-02,0,66309,57
MNG,2022-03,0,10710,7
MNG,2022-04,0,1137,0
MOZ,2020-01,0,0,0
MOZ,2020-02,0,0,0
MOZ,2020-03,19,8,0
MOZ,2020-04,0,68,0
MOZ,2020-05,10859,178,2
MOZ,2020-06,17708,635,4
MOZ,2020-07,27574,975,5
MOZ,2020-08,38536,2052,12
MOZ,2020-09,41987,4812,38
MOZ,2020-10,47601,4141,31
MOZ,2020-11,46206,2832,39
MOZ,2020-12,35249,2941,35
MOZ,2021-01,68612,20012,235
MOZ,2021-02,86249,20696,274
MOZ,2021-03,58749,8229,134
MOZ,2021-04,37669,2338,39
MOZ,2021-05,36435,894,22
MOZ,2021-06,35017,5609,42
MOZ,2021-07,143961,45624,556
MOZ,2021-08,115743,24288,430
MOZ,2021-09,55926,4407,53
MOZ,2021-10,38409,569,13
MOZ,2021-11,33514,256,11
MOZ,2021-12,100003,37532,65
MOZ,2022-01,147285,34747,167
MOZ,2022-02,42739,1220,19
MOZ,2022-03,29784,209,8
MOZ,2022-04,7737,45,0
MRT,2020-01,0,0,0
MRT,2020-02,0,0,0
MRT,2020-03,0,6,1
MRT,2020-04,713,2,0
MRT,2020-05,6941,522,22
MRT,2020-06,31744,3833,106
MRT,2020-07,21895,1947,28
MRT,2020-08,8713,738,2
MRT,2020-09,9398,454,2
MRT,2020-10,6902,201,2
MRT,2020-11,14962,898,14
MRT,2020-12,35950,5763,170
MRT,2021-01,46219,2271,75
MRT,2021-02,33232,572,19
MRT,2021-03,31203,640,8
MRT,2021-04,32494,555,6
MRT,2021-05,31770,1145,8
MRT,2021-06,37637,1261,26
MRT,2021-07,66175,4883,73
MRT,2021-08,74737,7889,153
MRT,2021-09,60369,2450,60
MRT,2021-10,46087,1290,22
MRT,2021-11,50444,1946,35
MRT,2021-12,58324,2207,34
MRT,2022-01,125459,16770,87
MRT,2022-02,57630,390,26
MRT,2022-03,28331,36,3
MRT,2022-04,2943,41,0
MUS,2020-01,0,0,0
MUS,2020-02,0,0,0
MUS,2020-03,0,125,3
MUS,2020-04,0,207,7
MUS,2020-05,23495,3,0
MUS,2020-06,148297,6,0
MUS,2020-07,33493,3,0
MUS,2020-08,15949,11,0
MUS,2020-09,25092,26,0
MUS,2020-10,14677,60,0
MUS,2020-11,40342,63,0
MUS,2020-12,0,23,0
MUS,2021-01,0,41,0
MUS,2021-02,0,42,0
MUS,2021-03,0,353,0
MUS,2021-04,57330,243,6
MUS,2021-05,0,205,2
MUS,2021-06,0,487,0
MUS,2021-07,0,2316,2
MUS,2021-08,0,6462,11
MUS,2021-09,952,5019,53
MUS,2021-10,0,7157,92
MUS,2021-11,0,32782,351
MUS,2021-12,0,12988,259
MUS,2022-01,0,37455,36
MUS,2022-02,0,61709,82
MUS,2022-03,0,42699,64
MUS,2022-04,0,4517,17
MWI,2020-01,0,0,0
MWI,2020-02,0,0,0
MWI,2020-03,0,0,0
MWI,2020-04,0,37,3
MWI,2020-05,4490,247,1
MWI,2020-06,8879,940,10
MWI,2020-07,15319,2854,100
MWI,2020-08,15608,1488,61
MWI,2020-09,8761,207,4
MWI,2020-10,3463,157,5
MWI,2020-11,0,98,1
MWI,2020-12,27387,555,4
MWI,2021-01,28829,17380,513
MWI,2021-02,84271,7982,342
MWI,2021-03,21025,1606,73
MWI,2021-04,13441,527,31
MWI,2021-05,14552,260,7
MWI,2021-06,18123,1788,41
MWI,2021-07,72334,16221,439
MWI,2021-08,48827,8147,542
MWI,2021-09,23282,1086,105
MWI,2021-10,17046,216,19
MWI,2021-11,14957,120,5
MWI,2021-12,41909,13159,58
MWI,2022-01,45357,9400,197
MWI,2022-02,17584,864,54
MWI,2022-03,15889,301,11
MWI,2022-04,5210,67,2
MYS,2020-01,0,8,0
MYS,2020-02,0,21,0
MYS,2020-03,40483,2737,48
MYS,2020-04,113720,3236,55
MYS,2020-05,143139,1817,12
MYS,2020-06,0,820,6
MYS,2020-07,894158,337,4
MYS,2020-08,0,364,2
MYS,2020-09,115954,1884,9
MYS,2020-10,0,20324,127
MYS,2020-11,1093589,34149,97
MYS,2020-12,0,47313,111
MYS,2021-01,0,101949,289
MYS,2021-02,0,85793,375
MYS,2021-03,0,44748,137
MYS,2021-04,6448563,63213,234
MYS,2021-05,3127291,163644,1290
MYS,2021-06,1545663,179622,2374
MYS,2021-07,0,361293,3854
MYS,2021-08,0,632982,7640
MYS,2021-09,0,499441,9671
MYS,2021-10,0,225947,2577
MYS,2021-11,0,161140,1513
MYS,2021-12,0,125304,1062
MYS,2022-01,0,112672,491
MYS,2022-02,0,571978,771
MYS,2022-03,0,759183,2234
MYS,2022-04,0,140640,358
NAM,2020-01,0,0,0
NAM,2020-02,0,0,0
NAM,2020-03,24,11,0
NAM,2020-04,0,5,0
NAM,2020-05,3521,8,0
NAM,2020-06,5161,181,0
NAM,2020-07,16919,1924,10
NAM,2020-08,34440,5421,65
NAM,2020-09,37887,3715,46
NAM,2020-10,26618,1670,12
NAM,2020-11,30973,1445,18
NAM,2020-12,43605,9561,54
NAM,2021-01,62147,10003,147
NAM,2021-02,40184,4901,72
NAM,2021-03,44272,5294,99
NAM,2021-04,39017,4212,119
NAM,2021-05,48659,7198,188
NAM,2021-06,80556,34368,691
NAM,2021-07,99246,29005,1523
NAM,2021-08,46889,6124,331
NAM,2021-09,43216,2543,136
NAM,2021-10,45971,1338,43
NAM,2021-11,37471,260,20
NAM,2021-12,78148,18787,60
NAM,2022-01,56543,7925,334
NAM,2022-02,32383,1326,40
NAM,2022-03,28395,421,12
NAM,2022-04,8894,257,2
NCL,2020-03,40,0,0
NCL,2020-04,0,0,0
NCL,2020-05,6574,0,0
NCL,2020-06,1915,0,0
NCL,2020-07,1919,0,0
NCL,2020-08,2203,0,0
NCL,2020-09,1876,0,0
NCL,2020-10,1097,0,0
NCL,2020-11,1941,0,0
NCL,2020-12,1119,0,0
NCL,2021-01,1939,0,0
NCL,2021-02,1641,0,0
NCL,2021-03,5761,0,0
NCL,2021-04,1700,0,0
NCL,2021-05,2968,0,0
NCL,2021-06,2345,0,0
NCL,2021-07,3428,0,0
NCL,2021-08,2991,0,0
NCL,2021-09,934,0,0
NCL,2021-10,0,0,0
NCL,2021-11,0,0,0
NCL,2021-12,0,0,0
NCL,2022-01,0,0,0
NCL,2022-02,0,0,0
NCL,2022-03,0,0,0
NCL,2022-04,0,0,0
NER,2020-01,0,0,0
NER,2020-02,0,0,0
NER,2020-03,0,27,3
NER,2020-04,0,692,29
NER,2020-05,3895,239,32
NER,2020-06,2660,117,3
NER,2020-07,3877,63,2
NER,2020-08,1212,42,0
NER,2020-09,4938,21,0
NER,2020-10,20174,23,0
NER,2020-11,9135,328,3
NER,2020-12,14300,1775,32
NER,2021-01,12740,1194,55
NER,2021-02,6390,223,13
NER,2021-03,9443,261,14
NER,2021-04,9807,227,5
NER,2021-05,9308,182,1
NER,2021-06,8989,79,1
NER,2021-07,12425,134,2
NER,2021-08,13422,226,4
NER,2021-09,13592,159,2
NER,2021-10,14581,358,12
NER,2021-11,15958,641,46
NER,2021-12,16604,398,16
NER,2022-01,14076,1247,23
NER,2022-02,10579,102,9
NER,2022-03,12289,47,1
NER,2022-04,4443,45,0
NGA,2020-01,0,0,0
NGA,2020-02,1,1,0
NGA,2020-03,845,134,2
NGA,2020-04,14913,1797,56
NGA,2020-05,45066,8230,229
NGA,2020-06,69339,15532,303
NGA,2020-07,149511,17457,289
NGA,2020-08,122395,10857,134
NGA,2020-09,107485,4840,99
NGA,2020-10,108195,4005,32
NGA,2020-11,138487,4704,30
NGA,2020-12,147563,20050,116
NGA,2021-01,366723,43635,297
NGA,2021-02,218580,24415,321
NGA,2021-03,278591,7234,150
NGA,2021-04,144934,2219,6
NGA,2021-05,220433,1408,36
NGA,2021-06,133530,1100,21
NGA,2021-07,173259,6290,29
NGA,2021-08,339875,18523,320
NGA,2021-09,283470,13348,252
NGA,2021-10,235771,6182,175
NGA,2021-11,180716,2257,81
NGA,2021-12,343627,27295,53
NGA,2022-01,293060,11668,106
NGA,2022-02,201252,1379,6
NGA,2022-03,524143,855,0
NGA,2022-04,136094,248,0
NIC,2020-01,0,0,0
NIC,2020-02,0,0,0
NIC,2020-03,0,5,1
NIC,2020-04,0,9,2
NIC,2020-05,0,745,32
NIC,2020-06,0,1760,48
NIC,2020-07,0,1153,33
NIC,2020-08,0,822,21
NIC,2020-09,0,676,14
NIC,2020-10,0,344,5
NIC,2020-11,0,270,4
NIC,2020-12,0,262,5
NIC,2021-01,0,207,4
NIC,2021-02,0,192,4
NIC,2021-03,0,232,5
NIC,2021-04,0,221,4
NIC,2021-05,0,426,4
NIC,2021-06,0,854,5
NIC,2021-07,0,1292,4
NIC,2021-08,0,2265,5
NIC,2021-09,0,2713,4
NIC,2021-10,0,1974,4
NIC,2021-11,0,832,4
NIC,2021-12,0,233,5
NIC,2022-01,0,163,3
NIC,2022-02,0,354,4
NIC,2022-03,0,430,6
NIC,2022-04,0,57,1
NLD,2020-01,0,0,0
NLD,2020-02,0,10,0
NLD,2020-03,73610,13676,1040
NLD,2020-04,133530,26301,3771
NLD,2020-05,152245,6761,1164
NLD,2020-06,52587,3797,157
NLD,2020-07,0,4476,57
NLD,2020-08,0,18673,86
NLD,2020-09,1526546,55546,205
NLD,2020-10,1017496,237083,1002
NLD,2020-11,1276519,169652,1994
NLD,2020-12,1648201,280590,2072
NLD,2021-01,1235491,178698,2583
NLD,2021-02,2502422,112063,1580
NLD,2021-03,2311742,193307,1001
NLD,2021-04,2242102,228095,709
NLD,2021-05,1344069,150336,499
NLD,2021-06,674704,34508,131
NLD,2021-07,1383298,184075,86
NLD,2021-08,598302,81620,254
NLD,2021-09,729250,63875,216
NLD,2021-10,1047250,136542,266
NLD,2021-11,2978356,523288,1013
NLD,2021-12,2322515,495732,1529
NLD,2022-01,3696827,1426012,417
NLD,2022-02,0,1910804,354
NLD,2022-03,0,1500452,441
NLD,2022-04,0,144535,135
NOR,2020-01,0,0,0
NOR,2020-02,0,15,0
NOR,2020-03,94265,4626,39
NOR,2020-04,78321,3097,171
NOR,2020-05,72766,702,26
NOR,2020-06,89201,439,14
NOR,2020-07,111393,361,5
NOR,2020-08,273933,1542,9
NOR,2020-09,333467,3245,10
NOR,2020-10,593406,6304,8
NOR,2020-11,632162,15819,50
NOR,2020-12,409474,13417,104
NOR,2021-01,689599,13399,128
NOR,2021-02,447791,8040,58
NOR,2021-03,838932,25073,51
NOR,2021-04,547467,16891,83
NOR,2021-05,553995,12146,27
NOR,2021-06,468469,6200,12
NOR,2021-07,381531,6311,5
NOR,2021-08,584749,22547,15
NOR,2021-09,670297,29257,47
NOR,2021-10,254804,17849,39
NOR,2021-11,466136,60563,155
NOR,2021-12,749748,126416,251
NOR,2022-01,510170,386790,135
NOR,2022-02,0,461111,158
NOR,2022-03,0,163800,920
NOR,2022-04,0,11671,149
NPL,2020-01,0,1,0
NPL,2020-02,0,0,0
NPL,2020-03,933,4,0
NPL,2020-04,11078,52,0
NPL,2020-05,54714,1516,8
NPL,2020-06,161616,11992,21
NPL,2020-07,147075,6207,27
NPL,2020-08,318056,19689,172
NPL,2020-09,304935,38357,270
NPL,2020-10,402287,92926,439
NPL,2020-11,259381,62709,571
NPL,2020-12,224106,27141,348
NPL,2021-01,179900,10366,173
NPL,2021-02,98855,3184,745
NPL,2021-03,108391,3166,256
NPL,2021-04,202629,45878,249
NPL,2021-05,583468,238115,4107
NPL,2021-06,265615,77503,1726
NPL,2021-07,280426,56584,745
NPL,2021-08,311681,67258,893
NPL,2021-09,290236,32414,385
NPL,2021-10,215392,17509,272
NPL,2021-11,201786,8796,119
NPL,2021-12,236795,7065,68
NPL,2022-01,370519,125482,149
NPL,2022-02,191735,23071,193
NPL,2022-03,124781,1442,15
NPL,2022-04,40097,190,0
NZL,2020-01,0,0,0
NZL,2020-02,0,1,0
NZL,2020-03,21284,646,1
NZL,2020-04,111089,833,18
NZL,2020-05,146413,26,3
NZL,2020-06,403278,24,0
NZL,2020-07,67596,34,0
NZL,2020-08,292961,190,0
NZL,2020-09,202532,96,3
NZL,2020-10,122671,111,0
NZL,2020-11,192295,100,0
NZL,2020-12,119287,103,0
NZL,2021-01,131796,144,0
NZL,2021-02,180772,74,1
NZL,2021-03,189584,123,0
NZL,2021-04,121881,112,0
NZL,2021-05,121494,62,0
NZL,2021-06,148532,69,0
NZL,2021-07,184129,131,0
NZL,2021-08,511428,696,0
NZL,2021-09,394036,722,1
NZL,2021-10,717680,2303,1
NZL,2021-11,813158,5129,16
NZL,2021-12,667844,2396,7
NZL,2022-01,456523,2502,2
NZL,2022-02,677529,102200,3
NZL,2022-03,207742,555876,258
NZL,2022-04,40127,124492,183
OMN,2020-01,0,0,0
OMN,2020-02,0,6,0
OMN,2020-03,0,186,1
OMN,2020-04,40400,2156,10
OMN,2020-05,0,9089,38
OMN,2020-06,151012,28633,127
OMN,2020-07,114239,39089,245
OMN,2020-08,2682,6563,264
OMN,2020-09,0,12863,250
OMN,2020-10,0,15849,273
OMN,2020-11,0,9265,215
OMN,2020-12,0,5168,76
OMN,2021-01,0,5459,30
OMN,2021-02,0,7170,41
OMN,2021-03,0,17722,108
OMN,2021-04,0,34035,332
OMN,2021-05,201626,23971,335
OMN,2021-06,0,51321,755
OMN,2021-07,0,27312,714
OMN,2021-08,0,6443,250
OMN,2021-09,0,1469,32
OMN,2021-10,0,522,15
OMN,2021-11,0,263,2
OMN,2021-12,0,935,3
OMN,2022-01,0,33391,30
OMN,2022-02,0,43364,98
OMN,2022-03,0,6099,6
OMN,2022-04,0,398,6
PAK,2020-01,0,0,0
PAK,2020-02,0,4,0
PAK,2020-03,14658,2114,27
PAK,2020-04,159502,15996,390
PAK,2020-05,372870,54346,1126
PAK,2020-06,736062,141010,2852
PAK,2020-07,690145,64835,1556
PAK,2020-08,668791,17544,343
PAK,2020-09,872209,16957,190
PAK,2020-10,862367,21164,339
PAK,2020-11,1132206,66512,1268
PAK,2020-12,1048302,81696,2085
PAK,2021-01,1332629,64250,1507
PAK,2021-02,1062097,34937,1213
PAK,2021-03,1245491,91566,1634
PAK,2021-04,1590797,152588,3427
PAK,2021-05,866871,97305,2893
PAK,2021-06,1935233,35584,1471
PAK,2021-07,1461888,76429,1101
PAK,2021-08,1757851,128851,2467
PAK,2021-09,1337106,82850,1896
PAK,2021-10,1692716,27022,671
PAK,2021-11,1188365,11694,281
PAK,2021-12,1296393,10679,196
PAK,2022-01,1749036,134433,368
PAK,2022-02,1390933,79855,895
PAK,2022-03,1008052,14752,163
PAK,2022-04,311987,1856,3
PAN,2020-01,0,0,0
PAN,2020-02,0,0,0
PAN,2020-03,6582,1181,30
PAN,2020-04,13555,5351,158
PAN,2020-05,46055,6931,148
PAN,2020-06,59378,20087,295
PAN,2020-07,94372,31706,790
PAN,2020-08,44104,27726,581
PAN,2020-09,0,19613,370
PAN,2020-10,0,21003,328
PAN,2020-11,463474,32208,379
PAN,2020-12,446639,80984,943
PAN,2021-01,303020,73589,1248
PAN,2021-02,431269,20536,575
PAN,2021-03,220484,14136,269
PAN,2021-04,255700,9525,118
PAN,2021-05,271076,13521,139
PAN,2021-06,256518,25681,174
PAN,2021-07,458188,31877,278
PAN,2021-08,296731,21832,238
PAN,2021-09,174068,9626,167
PAN,2021-10,233799,5551,87
PAN,2021-11,161608,5078,50
PAN,2021-12,134451,18178,63
PAN,2022-01,0,201204,288
PAN,2022-02,1142513,58374,367
PAN,2022-03,189362,9038,87
PAN,2022-04,32869,2531,7
PER,2020-01,0,0,0
PER,2020-02,54,0,0
PER,2020-03,14409,1065,138
PER,2020-04,303789,35911,4644
PER,2020-05,694456,127500,15928
PER,2020-06,666678,120737,17188
PER,2020-07,614226,122279,18084
PER,2020-08,898238,239674,17630
PER,2020-09,686473,164602,8523
PER,2020-10,571662,88412,4359
PER,2020-11,609194,62350,2955
PER,2020-12,338682,52607,3621
PER,2021-01,778636,123102,10740
PER,2021-02,1408202,185624,18692
PER,2021-03,1730248,224944,20914
PER,2021-04,1781438,250638,23285
PER,2021-05,1815466,156024,17082
PER,2021-06,709086,96596,8548
PER,2021-07,1836369,59328,4701
PER,2021-08,968217,38198,1910
PER,2021-09,1262877,25714,1134
PER,2021-10,1419379,26491,879
PER,2021-11,1141295,34555,930
PER,2021-12,876327,60480,1514
PER,2022-01,1849048,927575,2815
PER,2022-02,4366387,292854,5167
PER,2022-03,1170969,29436,1535
PER,2022-04,-273012,5771,321
PHL,2020-01,0,1,0
PHL,2020-02,0,2,1
PHL,2020-03,0,2081,89
PHL,2020-04,130432,6404,480
PHL,2020-05,250471,9598,389
PHL,2020-06,383124,19428,309
PHL,2020-07,793500,55840,757
PHL,2020-08,1077437,127465,1535
PHL,2020-09,1077989,90875,1946
PHL,2020-10,1006911,69035,1717
PHL,2020-11,1061462,50901,1171
PHL,2020-12,745557,42434,852
PHL,2021-01,1065428,51554,1505
PHL,2021-02,1166043,50734,1569
PHL,2021-03,1256773,170936,979
PHL,2021-04,1419115,290172,3937
PHL,2021-05,1843530,192841,3732
PHL,2021-06,1212669,182258,3696
PHL,2021-07,2221031,176406,3227
PHL,2021-08,2061509,400892,5559
PHL,2021-09,1886947,560109,4846
PHL,2021-10,2350346,237310,4878
PHL,2021-11,1240965,45458,5373
PHL,2021-12,724270,11256,2959
PHL,2022-01,2343657,716223,2499
PHL,2022-02,882270,101795,2448
PHL,2022-03,734937,16591,2798
PHL,2022-04,239246,3606,529
PLW,2020-01,0,0,0
PLW,2020-02,0,0,0
PLW,2020-03,0,0,0
PLW,2020-04,0,0,0
PLW,2020-05,0,0,0
PLW,2020-06,0,0,0
PLW,2020-07,0,0,0
PLW,2020-08,0,0,0
PLW,2020-09,0,0,0
PLW,2020-10,0,0,0
PLW,2020-11,0,0,0
PLW,2020-12,0,0,0
PLW,2021-01,0,0,0
PLW,2021-02,0,0,0
PLW,2021-03,0,0,0
PLW,2021-04,0,0,0
PLW,2021-05,0,0,0
PLW,2021-06,0,0,0
PLW,2021-07,0,0,0
PLW,2021-08,0,2,0
PLW,2021-09,0,3,0
PLW,2021-10,0,3,0
PLW,2021-11,0,0,0
PLW,2021-12,0,2,0
PLW,2022-01,0,1623,0
PLW,2022-02,0,2148,6
PLW,2022-03,0,243,0
PLW,2022-04,0,98,0
PNG,2020-01,0,0,0
PNG,2020-02,0,0,0
PNG,2020-03,85,1,0
PNG,2020-04,0,7,0
PNG,2020-05,0,0,0
PNG,2020-06,0,3,0
PNG,2020-07,0,61,3
PNG,2020-08,0,403,3
PNG,2020-09,0,75,2
PNG,2020-10,0,55,0
PNG,2020-11,32136,67,0
PNG,2020-12,4453,124,2
PNG,2021-01,4978,71,0
PNG,2021-02,2076,424,3
PNG,2021-03,19972,4716,48
PNG,2021-04,0,5006,47
PNG,2021-05,0,4913,55
PNG,2021-06,66767,1188,11
PNG,2021-07,16712,619,19
PNG,2021-08,3691,121,0
PNG,2021-09,35595,2383,37
PNG,2021-10,19460,9494,141
PNG,2021-11,43224,5464,176
PNG,2021-12,0,979,44
PNG,2022-01,0,708,7
PNG,2022-02,0,4424,41
PNG,2022-03,0,1913,2
PNG,2022-04,0,412,9
POL,2020-01,0,0,0
POL,2020-02,0,0,0
POL,2020-03,51419,2311,33
POL,2020-04,286608,10566,611
POL,2020-05,577519,10909,420
POL,2020-06,605860,10607,399
POL,2020-07,688635,11295,253
POL,2020-08,503986,21684,323
POL,2020-09,567284,24142,474
POL,2020-10,828079,271217,3118
POL,2020-11,2127598,628080,11519
POL,2020-12,531510,304067,11404
POL,2021-01,1870963,218507,8626
POL,2021-02,1228961,193601,6589
POL,2021-03,2064800,614731,9276
POL,2021-04,2326754,470425,14457
POL,2021-05,1622668,80141,6243
POL,2021-06,1172893,7629,1276
POL,2021-07,1543995,3027,240
POL,2021-08,1178824,5731,84
POL,2021-09,896644,18401,305
POL,2021-10,1554709,118176,1349
POL,2021-11,2317451,514814,6584
POL,2021-12,1844654,568154,13471
POL,2022-01,0,777939,8140
POL,2022-02,7324079,780900,6123
POL,2022-03,1930439,295877,3856
POL,2022-04,141673,17289,523
PRT,2020-01,0,0,0
PRT,2020-02,0,0,0
PRT,2020-03,52086,7443,160
PRT,2020-04,343685,17602,829
PRT,2020-05,416644,7616,421
PRT,2020-06,289651,9641,166
PRT,2020-07,489807,8931,159
PRT,2020-08,384609,6940,87
PRT,2020-09,576603,17530,149
PRT,2020-10,774135,65737,536
PRT,2020-11,1026014,156782,1998
PRT,2020-12,833441,115617,2401
PRT,2021-01,1841552,306838,5576
PRT,2021-02,1246255,84046,3835
PRT,2021-03,842333,17160,531
PRT,2021-04,1368396,14771,126
PRT,2021-05,1335369,12600,51
PRT,2021-06,1391571,30464,71
PRT,2021-07,2076456,89074,265
PRT,2021-08,1780804,69296,382
PRT,2021-09,1510869,31352,232
PRT,2021-10,1349063,21372,182
PRT,2021-11,1428077,56598,284
PRT,2021-12,5198020,242397,514
PRT,2022-01,8017803,1250156,950
PRT,2022-02,3800538,622816,1158
PRT,2022-03,1727300,326158,632
PRT,2022-04,507567,108877,263
PRY,2020-01,0,0,0
PRY,2020-02,0,0,0
PRY,2020-03,528,69,3
PRY,2020-04,8926,197,7
PRY,2020-05,15762,720,1
PRY,2020-06,44127,1235,6
PRY,2020-07,41264,3117,32
PRY,2020-08,7683,12324,277
PRY,2020-09,156265,23096,531
PRY,2020-10,80998,22427,547
PRY,2020-11,76495,19239,352
PRY,2020-12,97665,25508,506
PRY,2021-01,110011,25295,457
PRY,2021-02,87414,26247,462
PRY,2021-03,163876,55193,1025
PRY,2021-04,145571,64410,2179
PRY,2021-05,198018,76307,2801
PRY,2021-06,287040,67898,3709
PRY,2021-07,156789,29106,2086
PRY,2021-08,98290,6140,786
PRY,2021-09,51049,1439,431
PRY,2021-10,70041,1039,48
PRY,2021-11,59343,2052,226
PRY,2021-12,53684,3043,152
PRY,2022-01,352565,117561,697
PRY,2022-02,183155,57659,1038
PRY,2022-03,60257,6629,305
PRY,2022-04,0,496,70
PSE,2020-01,0,0,0
PSE,2020-02,0,0,0
PSE,2020-03,6808,119,1
PSE,2020-04,24692,225,1
PSE,2020-05,26168,104,1
PSE,2020-06,43723,1980,5
PSE,2020-07,97748,9409,74
PSE,2020-08,75107,10892,70
PSE,2020-09,139245,17170,159
PSE,2020-10,96671,13621,172
PSE,2020-11,144799,32127,249
PSE,2020-12,151911,52357,668
PSE,2021-01,196396,20958,433
PSE,2021-02,161589,24650,209
PSE,2021-03,383847,58741,585
PSE,2021-04,196823,54109,622
PSE,2021-05,53770,11888,248
PSE,2021-06,79388,5817,66
PSE,2021-07,116099,2571,40
PSE,2021-08,175863,25544,77
PSE,2021-09,259819,61434,418
PSE,2021-10,211019,49281,565
PSE,2021-11,95092,7056,133
PSE,2021-12,110600,9695,123
PSE,2022-01,111813,54968,179
PSE,2022-02,119543,121231,403
PSE,2022-03,0,9803,154
PSE,2022-04,0,867,1
PYF,2020-05,4040,0,0
PYF,2020-06,858,0,0
PYF,2020-07,492,0,0
PYF,2020-08,0,0,0
PYF,2020-09,3740,0,0
PYF,2020-10,0,0,0
PYF,2020-11,0,0,0
PYF,2020-12,0,0,0
PYF,2021-01,0,0,0
PYF,2021-02,0,0,0
PYF,2021-03,0,0,0
PYF,2021-04,0,0,0
PYF,2021-05,0,0,0
PYF,2021-06,0,0,0
PYF,2021-07,0,0,0
PYF,2021-08,0,0,0
PYF,2021-09,0,0,0
PYF,2021-10,0,0,0
PYF,2021-11,0,0,0
PYF,2021-12,0,0,0
PYF,2022-01,0,0,0
PYF,2022-02,0,0,0
PYF,2022-03,0,0,0
PYF,2022-04,0,0,0
QAT,2020-01,0,0,0
QAT,2020-02,0,1,0
QAT,2020-03,22394,780,2
QAT,2020-04,72106,12628,8
QAT,2020-05,127569,43501,28
QAT,2020-06,134763,39178,75
QAT,2020-07,138545,14607,61
QAT,2020-08,134454,8083,23
QAT,2020-09,146083,6982,17
QAT,2020-10,189475,6796,18
QAT,2020-11,147041,6277,5
QAT,2020-12,111067,5001,8
QAT,2021-01,160171,7501,3
QAT,2021-02,154290,12329,10
QAT,2021-03,196643,16300,33
QAT,2021-04,169311,25688,167
QAT,2021-05,120694,11806,98
QAT,2021-06,141117,4613,34
QAT,2021-07,166497,4168,11
QAT,2021-08,172424,6505,1
QAT,2021-09,161002,3899,4
QAT,2021-10,166008,2604,4
QAT,2021-11,161632,4200,1
QAT,2021-12,181147,7081,7
QAT,2022-01,131701,88619,27
QAT,2022-02,68397,17835,25
QAT,2022-03,35238,4433,7
QAT,2022-04,9347,1616,0
ROU,2020-01,0,0,0
ROU,2020-02,0,3,0
ROU,2020-03,24654,2242,82
ROU,2020-04,150720,9995,635
ROU,2020-05,263823,7017,549
ROU,2020-06,270915,7713,385
ROU,2020-07,492495,23916,692
ROU,2020-08,600339,36654,1278
ROU,2020-09,616745,40032,1204
ROU,2020-10,470380,113767,2143
ROU,2020-11,1217496,234023,4363
ROU,2020-12,523307,156901,4436
ROU,2021-01,812863,96480,2568
ROU,2021-02,578910,73251,2015
ROU,2021-03,1254167,150809,3188
ROU,2021-04,948682,102462,4571
ROU,2021-05,808845,22472,2203
ROU,2021-06,568221,3055,3474
ROU,2021-07,904023,2397,495
ROU,2021-08,988462,15576,289
ROU,2021-09,1361381,134903,2471
ROU,2021-10,1897046,414363,10710
ROU,2021-11,1265923,131636,8778
ROU,2021-12,1067578,29224,2223
ROU,2022-01,2022057,407634,1273
ROU,2022-02,1931810,516959,3389
ROU,2022-03,425854,120086,1601
ROU,2022-04,0,22372,234
RUS,2020-01,0,2,0
RUS,2020-02,0,0,0
RUS,2020-03,273426,2335,17
RUS,2020-04,3224882,104161,1056
RUS,2020-05,7144816,299345,3620
RUS,2020-06,9209043,241086,4613
RUS,2020-07,8309294,191532,4633
RUS,2020-08,8739754,153941,3189
RUS,2020-09,9520619,178397,3502
RUS,2020-10,9808710,435468,7157
RUS,2020-11,20525357,669669,11704
RUS,2020-12,9948712,851411,16780
RUS,2021-01,15631447,681001,15758
RUS,2021-02,9009849,390052,12671
RUS,2021-03,8636918,295834,12519
RUS,2021-04,8871679,256521,11071
RUS,2021-05,9422210,262757,11174
RUS,2021-06,5349112,436082,13509
RUS,2021-07,22216900,735655,22979
RUS,2021-08,12929212,635448,24057
